CNN,SP
22710000,22711000
22217000,22218000
22217000,22192000
22217000,22223000
33163000,51730000
33163000,20521000
27232000,27562000
27232000,27564000
27232000,27247000
27232000,27246000
20240000,20245000
20240000,20244000
20240000,20703000
20240000,20252000
21252000,21250000
54069000,23935000
54069000,54067000
54069000,54070000
54069000,54069000
27658000,27656000
27658000,27668000
27658000,27659000
27658000,27655000
26455000,26391000
26455000,26456000
26455000,26455000
26455000,26460000
25823000,33566000
25823000,25826000
25823000,25807000
25823000,25824000
23988000,23991000
23988000,23979000
23988000,23997000
23988000,23987000
26526000,26506000
26526000,26528000
26526000,26521000
22153000,22154000
22153000,22152000
22153000,22159000
22153000,33604000
52066000,52067000
52066000,52069000
24414000,24415000
24414000,24413000
24414000,24309000
30771000,24722000
30771000,30771000
30771000,24740000
30771000,24739000
24840000,24795000
24840000,24768000
24840000,24840000
24840000,50166000
22572000,22581000
22572000,22575000
22572000,22204000
22572000,22594000
26628000,26614000
26628000,26629000
26628000,26607000
26628000,26626000
25730000,25880000
25730000,25727000
25730000,25731000
25730000,25730000
23934000,23936000
23934000,23934000
23934000,23933000
23934000,23935000
27101000,27104000
27101000,27046000
27101000,50534000
27101000,27103000
23036000,22561000
23036000,33483000
23036000,23036000
23036000,23046000
21240000,21817000
21240000,21237000
21240000,21816000
21240000,50929000
20342000,20338000
20342000,20341000
20342000,50981000
20342000,20345000
21170000,21141000
21170000,21174000
21170000,23974000
21170000,21142000
24691000,24690000
24691000,24693000
24691000,24573000
24691000,24692000
27527000,27528000
27527000,27550000
27527000,27525000
27527000,27811000
52157000,52109000
52157000,52257000
50268000,24963000
50268000,50268000
26810000,26816000
26810000,26627000
26810000,26624000
26810000,26643000
27953000,27951000
27953000,27957000
27953000,27952000
27953000,27961000
26118000,26120000
26118000,26113000
26118000,32973000
26118000,26124000
33025000,50698000
33025000,33025000
33025000,24396000
24283000,24284000
24283000,23947000
24283000,24282000
24283000,23945000
26544000,26549000
26544000,26539000
26544000,26541000
26544000,26546000
22856000,22860000
22856000,22855000
22856000,22844000
22856000,22857000
26834000,32825000
26834000,26838000
26834000,26839000
24709000,24708000
24709000,24709000
24709000,24696000
24709000,24712000
24820000,24822000
24820000,30039000
24820000,24823000
24820000,24821000
26970000,26971000
26970000,26978000
26970000,26775000
27023000,27024000
27023000,27005000
27023000,54236000
27023000,27025000
23024000,23030000
23024000,23029000
23024000,33514000
23024000,23028000
21039000,33298000
21039000,33297000
21039000,21097000
27396000,27395000
27396000,27402000
27396000,27394000
27396000,27399000
25046000,25014000
25046000,25009000
25046000,25046000
25046000,50239000
54233000,22480000
54233000,22490000
54233000,54233000
54233000,54232000
50850000,51917000
50850000,50838000
27822000,27846000
27822000,27821000
27822000,27825000
27822000,27818000
51741000,33072000
51741000,24000000
51741000,23766000
51741000,51593000
25263000,25249000
25263000,25272000
25263000,25250000
21891000,21892000
21891000,21894000
21891000,21349000
21891000,21890000
20056000,50763000
20056000,20057000
20056000,20163000
20056000,20041000
21092000,52436000
21092000,21088000
21092000,21091000
21092000,21099000
26413000,26411000
26413000,26414000
26413000,26429000
26413000,26408000
24578000,24571000
24578000,24577000
24578000,24697000
23211000,23212000
23211000,23208000
23211000,23206000
23211000,23210000
26604000,26606000
26604000,26609000
26604000,26603000
51415000,27613000
25004000,25068000
25004000,25070000
25004000,25071000
25004000,25089000
27378000,27376000
27378000,27419000
27378000,27377000
51841000,51836000
51841000,51843000
51841000,51696000
51841000,51840000
21334000,21303000
21334000,21321000
21334000,21339000
21334000,21334000
21305000,24072000
21305000,24067000
21305000,24068000
21305000,21304000
50838000,51917000
27945000,27944000
27945000,27959000
27945000,27941000
27945000,27960000
27691000,27699000
27691000,27689000
27691000,27692000
27691000,27680000
24353000,24355000
24353000,24350000
24353000,24248000
24353000,24360000
34048000,34049000
34048000,34037000
34048000,34054000
23424000,32890000
23424000,23427000
23424000,23428000
23424000,23370000
33415000,33416000
26282000,26300000
26282000,26402000
26282000,26410000
26282000,26281000
21447000,51003000
21447000,21452000
52179000,50634000
24447000,24449000
24447000,24455000
24447000,25906000
24447000,30705000
26592000,26590000
26592000,26607000
26592000,26597000
26592000,26614000
22612000,22609000
22612000,22613000
22612000,22605000
22612000,22611000
27662000,27663000
27662000,27664000
27662000,51486000
27662000,27668000
33065000,23611000
33065000,20708000
33065000,33051000
33065000,51830000
27134000,32877000
27134000,27139000
27134000,27133000
27134000,32879000
25685000,25674000
25685000,24161000
25685000,25687000
25685000,25686000
33491000,33489000
33491000,33490000
33491000,23056000
33491000,23042000
23464000,23466000
23464000,23439000
23464000,23409000
23464000,23467000
50332000,50331000
50332000,26586000
25725000,33023000
25725000,25723000
25725000,25726000
23890000,50100000
23890000,23897000
23890000,50101000
23890000,23886000
23890000,23893000
23890000,23891000
23779000,23781000
23779000,23775000
23779000,23778000
23779000,23863000
22055000,33428000
22055000,22059000
22055000,22055000
22055000,52055000
20220000,20225000
20220000,20231000
20220000,20215000
20220000,20204000
34090000,34091000
34090000,34092000
50371000,26520000
50371000,26521000
26577000,26566000
26577000,26658000
26577000,26656000
26577000,26569000
20646000,50884000
20646000,20764000
20646000,20645000
20646000,20647000
21873000,21883000
21873000,21881000
21873000,21884000
21873000,21872000
33597000,33022000
33597000,33598000
25991000,25988000
25991000,25992000
25991000,25990000
25991000,25996000
27003000,26977000
27003000,27004000
27003000,27002000
27003000,26978000
33360000,21466000
33360000,21454000
33360000,33356000
33360000,33354000
50616000,22143000
50616000,50616000
52005000,52006000
52005000,21029000
52005000,52005000
52005000,52007000
25227000,26499000
25227000,26507000
25227000,25226000
50170000,24775000
50687000,24177000
50687000,50687000
27855000,28038000
27855000,28040000
27855000,27856000
27855000,27845000
50596000,26137000
50596000,50596000
50758000,20170000
50758000,50758000
33752000,33282000
33752000,33751000
32854000,32853000
32854000,27265000
32854000,32852000
24185000,23864000
24185000,24186000
24185000,24187000
24185000,24018000
52155000,52153000
52155000,52143000
52155000,52158000
27466000,27459000
27466000,27465000
27466000,27466000
51022000,21537000
51022000,51022000
22157000,22273000
22157000,22156000
22157000,22142000
22157000,22163000
24611000,24614000
24611000,24611000
24611000,24610000
24611000,24620000
26872000,26871000
26872000,26875000
26872000,26873000
26872000,26879000
26324000,26340000
26324000,26326000
26324000,26325000
26324000,26344000
20941000,20939000
20941000,20942000
20941000,20945000
20941000,20872000
33297000,21102000
33297000,33296000
33297000,21039000
23202000,23196000
23202000,23204000
23202000,23203000
23202000,23192000
53019000,53018000
53019000,53019000
25215000,25200000
25215000,25216000
25215000,30080000
33655000,23560000
33655000,23553000
27724000,27702000
27724000,27726000
27724000,27728000
27724000,27731000
22370000,32991000
22370000,22370000
22370000,22397000
22370000,22371000
25889000,25895000
25889000,25894000
25889000,25988000
25889000,25886000
24054000,24053000
24054000,24050000
24054000,24055000
24054000,24052000
26537000,26538000
26537000,26500000
26537000,26542000
26537000,26536000
52143000,33751000
52143000,52170000
52143000,52168000
51245000,51246000
51245000,51251000
51245000,51244000
51245000,51243000
50347000,50346000
50347000,51319000
50891000,54192000
26556000,26562000
26556000,26533000
26556000,26561000
26556000,26557000
24760000,24761000
24760000,24707000
24760000,24713000
22964000,22963000
22964000,22948000
22964000,22967000
22964000,22945000
20384000,20381000
20384000,51981000
20384000,20383000
22512000,22509000
22512000,22517000
22512000,22511000
22512000,51152000
26741000,26738000
26741000,26752000
26741000,26740000
20810000,20804000
20810000,20813000
20535000,50875000
20535000,33162000
20535000,20537000
20535000,20535000
20535000,20539000
27167000,27163000
27167000,27169000
27167000,27166000
27167000,27351000
27167000,27347000
27167000,27167000
25203000,25209000
25203000,30078000
25203000,25202000
25203000,25204000
25332000,25330000
25332000,25352000
25332000,25325000
25332000,25333000
26750000,26751000
26750000,26747000
26750000,26769000
26750000,26749000
23407000,23405000
23407000,23408000
23407000,23384000
23407000,23411000
23497000,23494000
23497000,23497000
23497000,23504000
23497000,23495000
25758000,25763000
25758000,25743000
25758000,25757000
25758000,25759000
22725000,22551000
22725000,22728000
22725000,52059000
22725000,23008000
28019000,28020000
28019000,28021000
52131000,52133000
52131000,52239000
52131000,52135000
52131000,52301000
51233000,51590000
51233000,51587000
22088000,22090000
22088000,22089000
22088000,33721000
22796000,22792000
22796000,22797000
22796000,22937000
24748000,24731000
24748000,24746000
24748000,24733000
24748000,24740000
24349000,33028000
24349000,24343000
24349000,24336000
21156000,21266000
21156000,21087000
21156000,21155000
21156000,21211000
26610000,26611000
26610000,26605000
26610000,26606000
26610000,26610000
33107000,33106000
33107000,33108000
32967000,34012000
32967000,26184000
33273000,20600000
33273000,33272000
33273000,51661000
33273000,20631000
27036000,32908000
27036000,27036000
27036000,27052000
27036000,32913000
27036000,32909000
27036000,27047000
24986000,24750000
24986000,30770000
24986000,24749000
50778000,20205000
50778000,20212000
21105000,21107000
21105000,21106000
21105000,21099000
21105000,33365000
22497000,22495000
22497000,22498000
22497000,22522000
22497000,22496000
27462000,27463000
27462000,27493000
27462000,27468000
27462000,27456000
20961000,20960000
20961000,20970000
21531000,54033000
21531000,21500000
21531000,21531000
21531000,21550000
33716000,33715000
33716000,33713000
33716000,52088000
23792000,50385000
23792000,34167000
27176000,27173000
27176000,27261000
27176000,27175000
51221000,51222000
51221000,51216000
51221000,51221000
51221000,51220000
26053000,26050000
26053000,26056000
26053000,26052000
26053000,26059000
24218000,24227000
24218000,24215000
24218000,24219000
24218000,24225000
23151000,23152000
23151000,23155000
23151000,23153000
23151000,22952000
22383000,50662000
22383000,22391000
22383000,22384000
22383000,22381000
32836000,27897000
32836000,27895000
32836000,32837000
33462000,22543000
33462000,22548000
33462000,51122000
54358000,22346000
54358000,22348000
26905000,26907000
26905000,26900000
26905000,26463000
50766000,20131000
20974000,20976000
20974000,20973000
20974000,20972000
23293000,23291000
23293000,27398000
23293000,23290000
23293000,23399000
24281000,23924000
24281000,23946000
24281000,24287000
23383000,23378000
23383000,23384000
