CNN,SP
33734000,52175000
33734000,33733000
51361000,51366000
51361000,51368000
51361000,51360000
21654000,35057000
21654000,35056000
21654000,21657000
21654000,21651000
27803000,27801000
27803000,27809000
27803000,27802000
27803000,27948000
33414000,22778000
33414000,33413000
50544000,32879000
50544000,50544000
33000000,22422000
33000000,22426000
33000000,22432000
33000000,22431000
24133000,24149000
24133000,24132000
24133000,24131000
24133000,24140000
51276000,51264000
51276000,51550000
51276000,51583000
51276000,51274000
22298000,22307000
22298000,22308000
22298000,22405000
22298000,33021000
33071000,51735000
33071000,23765000
33071000,24015000
33071000,33074000
25689000,25691000
25689000,25722000
25689000,25690000
25689000,25677000
23303000,23302000
23303000,23303000
23303000,23300000
23303000,23306000
20463000,33224000
20463000,20465000
51396000,51489000
51396000,51490000
22902000,22901000
22902000,22902000
22902000,22907000
22902000,33005000
20889000,20653000
20889000,20892000
20889000,20887000
20889000,20895000
23150000,54084000
23150000,23159000
23150000,23157000
23150000,23167000
27069000,27062000
27069000,27178000
27069000,27081000
27069000,27070000
50821000,20436000
50821000,20444000
27928000,27925000
27928000,27938000
27928000,27929000
27928000,27927000
33603000,33844000
33603000,33603000
33603000,54039000
33603000,54037000
23438000,23437000
23438000,23440000
23438000,23436000
23438000,23442000
50664000,22391000
50664000,53057000
21642000,21640000
21642000,21647000
21642000,21646000
21642000,21643000
52248000,23784000
52248000,52249000
52248000,52161000
52248000,23653000
52248000,50101000
52248000,54097000
20996000,21180000
20996000,52304000
20996000,33393000
20996000,52273000
20996000,52303000
20996000,33315000
20996000,52129000
25837000,25845000
25837000,25835000
25837000,25838000
25837000,25837000
27846000,27848000
27846000,27822000
27846000,27847000
27846000,27837000
28098000,23634000
28098000,23698000
28098000,23699000
25163000,25174000
25163000,25156000
25163000,25202000
25163000,25164000
52162000,52249000
52162000,52243000
52162000,52145000
52162000,52165000
50366000,23606000
50366000,23607000
22167000,22093000
22167000,22171000
22167000,22169000
22167000,22168000
26575000,26576000
26575000,26571000
26575000,26574000
26575000,26572000
24779000,25029000
24779000,24789000
24779000,24780000
24779000,24779000
20332000,20334000
20332000,20333000
20332000,33336000
20332000,20330000
23186000,23180000
23186000,23187000
23186000,23181000
23186000,22994000
21187000,21200000
21187000,21193000
21187000,21186000
21187000,21197000
51265000,51264000
51265000,51265000
51265000,51234000
51265000,51275000
25990000,50373000
25990000,25990000
25990000,25996000
25990000,25991000
33046000,23702000
33046000,51623000
33046000,23701000
27353000,27350000
27353000,27355000
27353000,27354000
27353000,27351000
23019000,23037000
23019000,23019000
23019000,23020000
23019000,23018000
27018000,27016000
27018000,27019000
27018000,27017000
21184000,21053000
21184000,21076000
21184000,21183000
21184000,21054000
27424000,27422000
27424000,27461000
27424000,27435000
27424000,27423000
23445000,23433000
23445000,23431000
23445000,23447000
20732000,20731000
20732000,20624000
20732000,20732000
20732000,20682000
20732000,33310000
25706000,25724000
25706000,25704000
25706000,25839000
25706000,25705000
21351000,21896000
21351000,21348000
21351000,21353000
21351000,21906000
21351000,54047000
21351000,21350000
27967000,27968000
27967000,50539000
27967000,32846000
27967000,27967000
27967000,27966000
52150000,52113000
52150000,51760000
22036000,22026000
22036000,22038000
22036000,51469000
22036000,22029000
23470000,23468000
23470000,23473000
23470000,23469000
23470000,23476000
24767000,50168000
24767000,24767000
24767000,24762000
24297000,24296000
24297000,24305000
24297000,24298000
22073000,22072000
22073000,22108000
22073000,22110000
22073000,22067000
26558000,26562000
26558000,26565000
26558000,26564000
26558000,26559000
27637000,51407000
27637000,27635000
27637000,27634000
27637000,27638000
32915000,32914000
32915000,50573000
32915000,26308000
32915000,26306000
22888000,22889000
22888000,22891000
22888000,22888000
22888000,22867000
23612000,23611000
23612000,50716000
23612000,23615000
25149000,25144000
25149000,25178000
25149000,25151000
25149000,25150000
26108000,32943000
26108000,26127000
26108000,26126000
26108000,26184000
25210000,25223000
25210000,25204000
25210000,25211000
25210000,25209000
23414000,23416000
23414000,23406000
23414000,23417000
23414000,23413000
27410000,27388000
27410000,27412000
27410000,27409000
27410000,27413000
27779000,27776000
27779000,27780000
27779000,27777000
27779000,27933000
21479000,21488000
21479000,21478000
21479000,21477000
27836000,27816000
27836000,27833000
27836000,27837000
50378000,26711000
50378000,50378000
53036000,34114000
50577000,32910000
50577000,27052000
50342000,30073000
50342000,25555000
27449000,27450000
27449000,27474000
27449000,27453000
27449000,27447000
26551000,26554000
26551000,25562000
26551000,26552000
26551000,26686000
24755000,24753000
24755000,24734000
24755000,24756000
20070000,20116000
20070000,20121000
20070000,20146000
34065000,34066000
34065000,34067000
34065000,34052000
34065000,34077000
51003000,51009000
51003000,21447000
24592000,24513000
24592000,24583000
24592000,22907000
24592000,50047000
25944000,25937000
25944000,25944000
25944000,25945000
25944000,25928000
30066000,30721000
30066000,50310000
30066000,30066000
34178000,34181000
34178000,34177000
22757000,22769000
22757000,22756000
22757000,22771000
27892000,32834000
27892000,32835000
27892000,27897000
27892000,27894000
33210000,33229000
33210000,20257000
33210000,50852000
25198000,25213000
25198000,25196000
25198000,30709000
24300000,24301000
24300000,24290000
24300000,24300000
24300000,24276000
27279000,27280000
27279000,27281000
27279000,27258000
27279000,27262000
20708000,23540000
20708000,23608000
20708000,33081000
33636000,21006000
33636000,33669000
33636000,21669000
33636000,21674000
50662000,22391000
50662000,22383000
27705000,27698000
27705000,27708000
27705000,27704000
27705000,27757000
54034000,22081000
54034000,21487000
54034000,54034000
54034000,54035000
32825000,26829000
32825000,26834000
32825000,26830000
52126000,28073000
52126000,54346000
52126000,52169000
52126000,52125000
34062000,34063000
34062000,34054000
34062000,34068000
20013000,51652000
20013000,20010000
20013000,51653000
50330000,25960000
27437000,27431000
27437000,27439000
27437000,27438000
27437000,27434000
24035000,24028000
24035000,24036000
24035000,24037000
24035000,24038000
22200000,22195000
22200000,22203000
22200000,22199000
22200000,22198000
22132000,22131000
22132000,22134000
22132000,22139000
22132000,22133000
20365000,20851000
20365000,33337000
20365000,20360000
20365000,33336000
34166000,54104000
34166000,34162000
34166000,34190000
34166000,34165000
22626000,22249000
22626000,22640000
20155000,20154000
20155000,20150000
20155000,20124000
20155000,20158000
33079000,50727000
33079000,33078000
33079000,33061000
33079000,52442000
26084000,26088000
26084000,25768000
26084000,26085000
26084000,26083000
23390000,23392000
23390000,23389000
23390000,23388000
23390000,23393000
27148000,27155000
27148000,27146000
27148000,27160000
27148000,27147000
26370000,26353000
26370000,26372000
26370000,26374000
26370000,26355000
20696000,20704000
20696000,20246000
20696000,20697000
20696000,20252000
21217000,21216000
21217000,21213000
21217000,21220000
21217000,21245000
27574000,27578000
27574000,27575000
27574000,27571000
24393000,24394000
24393000,24397000
24393000,24388000
24393000,24390000
33711000,33709000
33711000,33712000
33711000,33711000
21643000,21639000
21643000,21648000
21643000,21645000
21643000,21642000
51216000,51182000
51216000,51217000
51216000,51222000
51216000,51221000
26527000,26525000
26527000,26533000
26527000,26532000
26527000,26528000
23904000,28064000
23904000,23906000
23904000,20657000
23904000,30009000
26512000,54011000
26512000,50322000
26512000,26511000
22935000,22941000
22935000,22932000
22935000,22936000
22935000,22939000
21139000,21142000
21139000,21135000
21139000,21134000
21139000,21141000
26165000,26160000
26165000,26170000
26165000,32923000
26165000,26163000
20241000,20239000
20241000,20697000
20241000,20242000
20241000,20246000
20234000,20240000
20234000,20245000
20234000,50862000
20439000,33227000
20439000,20436000
20439000,20442000
20439000,20102000
25682000,25675000
25682000,25709000
25682000,25679000
25682000,25683000
22495000,22473000
22495000,22497000
22495000,22498000
54353000,33653000
54353000,54353000
24756000,24754000
24756000,24757000
24756000,24755000
24606000,50093000
24606000,24603000
24606000,24604000
24606000,24605000
24276000,24275000
24276000,24269000
24276000,24300000
24276000,24276000
27017000,27018000
27017000,27012000
27017000,27013000
27017000,27011000
20684000,20686000
20684000,20681000
20684000,20679000
20684000,20692000
21086000,21085000
21086000,21087000
21086000,21081000
21086000,21155000
20581000,20586000
20581000,20580000
20581000,20582000
20581000,20560000
23347000,23348000
23347000,23389000
23347000,23345000
23347000,23349000
33699000,21837000
33699000,21841000
33699000,21840000
25608000,25615000
25608000,25625000
25608000,25605000
25608000,25626000
20652000,20653000
20652000,20650000
20652000,20654000
20652000,20638000
51204000,51205000
51204000,51200000
50306000,50307000
50306000,24831000
23773000,23775000
23773000,23754000
23773000,23771000
23773000,23857000
22923000,22943000
22923000,22924000
22923000,22917000
50610000,22249000
50610000,22252000
33011000,22291000
33011000,22163000
33011000,22290000
33011000,22294000
24199000,50081000
24199000,50080000
24199000,50083000
51392000,51282000
51392000,51392000
35040000,35037000
35040000,50153000
35040000,35036000
34142000,34143000
34142000,34142000
34142000,34141000
51036000,22019000
51036000,22021000
26938000,26920000
26938000,26943000
26938000,51502000
54341000,51585000
20529000,20530000
20529000,20529000
20529000,20526000
20529000,20522000
26886000,26885000
26886000,26887000
26886000,26881000
26886000,26956000
51585000,51584000
51585000,54341000
51585000,51548000
51585000,51277000
20672000,20687000
20672000,20219000
20672000,20676000
20672000,20671000
33243000,33242000
33243000,33241000
33243000,33243000
27312000,23193000
27312000,27315000
27312000,27313000
27312000,27316000
22984000,50554000
22984000,34132000
22984000,22983000
50834000,20267000
50834000,20272000
25477000,25475000
25477000,25479000
25477000,50364000
25477000,25478000
52090000,52091000
52090000,21977000
51192000,51191000
51192000,51475000
51192000,51373000
50294000,24989000
50294000,50294000
27738000,27743000
27738000,27730000
27738000,27782000
27738000,27735000
21007000,20994000
21007000,33315000
21007000,21661000
21007000,21668000
21007000,21008000
23809000,23810000
23809000,23809000
23809000,23825000
22911000,22929000
22911000,22903000
22911000,22913000
22911000,22772000
25903000,54054000
25903000,25921000
25903000,25901000
25903000,25908000
21115000,51865000
21115000,21117000
21115000,21116000
21115000,21129000
24068000,24071000
24068000,24066000
24068000,21305000
24068000,24070000
21078000,21081000
21078000,21076000
21078000,21080000
21078000,21075000
50905000,21275000
50905000,21225000
25511000,25542000
25511000,25512000
25511000,25511000
25511000,50201000
24494000,24499000
24494000,50034000
24494000,30018000
24494000,50065000
24494000,24509000
23197000,23203000
23197000,23195000
23197000,23196000
23197000,23200000
26048000,26049000
26048000,26045000
26048000,25973000
26048000,26047000
25150000,25149000
25150000,25148000
25150000,25189000
25150000,25177000
26755000,26728000
26755000,26754000
26755000,26740000
23354000,23393000
23354000,23353000
23354000,23356000
23354000,23389000
22456000,22457000
22456000,21598000
22456000,33722000
22456000,33438000
21558000,51103000
21558000,21558000
21558000,21557000
21558000,21525000
20660000,20659000
20660000,20213000
20660000,20666000
20660000,20661000
20824000,33729000
20824000,52252000
20824000,23715000
20824000,33076000
27364000,27343000
27364000,27366000
27364000,27363000
27364000,27367000
23655000,52249000
23655000,23674000
23655000,52251000
27181000,27070000
27181000,33560000
27181000,27193000
21250000,21252000
21250000,21248000
21250000,21251000
52011000,52017000
52011000,50932000
52011000,52012000
52011000,52010000
30083000,50344000
30083000,50343000
30083000,26639000
30083000,26647000
50282000,50280000
50282000,50278000
50282000,50277000
50282000,54178000
50282000,50281000
50282000,50282000
50282000,50283000
50282000,51359000
23511000,23512000
23511000,23506000
23511000,23513000
23511000,23508000
25593000,25535000
25593000,25595000
25593000,25573000
25593000,25575000
24695000,24699000
24695000,24708000
24695000,24711000
23797000,23798000
23797000,23792000
23797000,23818000
23797000,23796000
22899000,22897000
22899000,22899000
22899000,22895000
22899000,22975000
22899000,22900000
50348000,26069000
50348000,50333000
21362000,20431000
21362000,21359000
21362000,54065000
20205000,54050000
20205000,20208000
20205000,50778000
20205000,20212000
28033000,33550000
28033000,27671000
28033000,28034000
51016000,21435000
51016000,51016000
50774000,20089000
23481000,23479000
23481000,23487000
23481000,23480000
23481000,23509000
33220000,20092000
33220000,33221000
33220000,33223000
33220000,20105000
53035000,34112000
26036000,26058000
26036000,26035000
26036000,26319000
26036000,26031000
30720000,25292000
30720000,25306000
30720000,30720000
50176000,25033000
50176000,50176000
22444000,22443000
22444000,22446000
22444000,22448000
22444000,22449000
24789000,50171000
24789000,24789000
24789000,25029000
24789000,24779000
22954000,22949000
22954000,22990000
22954000,22955000
22954000,22986000
50247000,25078000
50247000,50247000
33407000,33406000
33407000,23073000
30071000,50316000
30071000,30069000
30071000,25913000
27476000,27473000
27476000,27480000
27476000,27475000
23694000,23692000
23694000,23714000
23694000,23695000
23694000,23697000
25641000,25657000
25641000,25642000
25641000,25640000
20193000,20191000
20193000,20201000
20193000,50796000
20193000,20193000
27902000,27905000
27902000,27914000
27902000,27912000
27902000,27896000
34005000,34008000
34005000,34005000
34005000,34004000
26067000,26070000
26067000,26057000
26067000,26072000
26067000,26066000
35004000,26208000
35004000,26328000
35004000,26179000
35004000,26207000
25543000,50107000
25543000,25543000
25543000,30028000
24232000,24206000
24232000,24233000
24232000,24212000
21788000,21923000
21788000,21785000
27820000,27826000
27820000,32850000
26922000,26921000
26922000,26923000
26922000,26941000
26922000,26954000
51069000,52091000
22578000,22579000
22578000,22576000
22578000,22584000
22578000,22577000
32850000,27826000
32850000,32849000
28003000,27996000
28003000,28004000
28003000,28013000
22823000,32988000
22823000,32995000
22823000,28163000
33276000,21093000
33276000,21089000
33276000,33276000
21930000,21927000
21930000,21788000
21930000,33393000
21930000,52300000
21930000,21940000
20125000,20124000
20125000,20135000
20125000,20154000
20125000,20120000
51156000,51116000
51156000,51121000
51156000,51120000
51156000,22539000
27345000,27342000
27345000,27367000
27345000,27346000
27345000,27343000
21414000,21415000
21414000,51007000
21414000,21388000
22001000,22000000
22001000,22034000
22001000,33495000
23675000,23677000
23675000,23673000
23675000,23674000
23675000,23785000
50512000,26924000
22072000,22070000
22072000,22073000
22072000,22071000
22072000,22072000
24101000,24107000
24101000,24093000
24101000,24097000
24101000,24106000
26362000,26366000
26362000,26363000
26362000,26365000
26239000,26238000
26239000,32965000
20431000,20423000
20431000,21362000
20431000,20432000
20624000,20731000
20624000,20733000
20624000,20615000
32923000,32922000
32923000,26160000
32923000,32923000
51364000,51371000
51364000,51364000
51364000,51363000
26310000,50528000
26310000,26310000
26310000,54182000
26310000,27060000
33145000,33146000
33145000,20092000
33145000,20110000
33145000,20093000
52042000,52040000
52042000,33431000
52042000,52043000
52042000,52041000
27214000,27213000
27214000,27225000
27214000,27208000
27214000,27214000
26381000,50525000
26381000,26381000
26381000,26448000
26381000,26379000
25557000,25558000
25557000,26688000
25557000,25561000
25557000,25566000
21283000,35013000
21283000,21280000
21283000,21285000
21283000,21282000
21965000,21809000
21965000,21966000
21965000,21964000
21067000,33294000
23544000,23548000
23544000,23541000
23544000,23545000
23544000,23528000
20308000,20313000
20308000,50840000
20308000,20316000
21709000,21706000
21709000,21860000
21709000,33700000
21709000,21708000
33184000,20477000
33184000,51728000
33184000,20466000
23970000,23966000
23970000,23971000
23970000,23972000
23970000,23969000
24475000,50325000
24475000,24465000
24475000,25184000
24475000,24468000
51587000,51584000
51587000,51585000
51587000,51590000
51587000,51272000
26231000,26227000
26231000,26230000
26231000,26222000
25102000,25080000
25102000,25098000
25102000,25102000
25102000,50241000
25102000,50240000
23306000,23307000
23306000,23303000
23306000,23306000
23306000,23305000
20300000,20301000
20300000,20300000
20300000,20295000
24546000,24548000
24546000,24547000
24546000,24550000
24546000,24545000
26657000,26653000
26657000,26670000
26657000,26672000
26657000,26656000
26706000,26702000
26706000,26724000
26706000,26705000
26706000,26695000
20726000,33110000
20726000,20727000
20726000,20725000
20521000,20517000
20521000,20520000
20521000,33163000
30035000,25465000
30035000,25469000
30035000,50113000
30035000,30035000
27083000,27085000
27083000,27075000
27083000,27084000
27083000,27080000
51132000,52038000
51132000,51160000
50234000,24984000
50234000,50234000
26443000,32857000
26443000,32862000
33440000,33441000
33440000,21589000
33440000,33440000
33440000,21588000
32880000,27325000
32880000,32878000
32880000,27329000
32880000,27326000
27509000,27529000
27509000,27508000
27509000,27471000
27509000,27511000
25499000,25493000
25499000,25504000
25499000,25500000
25674000,25685000
25674000,25672000
22711000,22702000
22711000,22714000
22711000,22710000
34070000,34069000
34070000,34071000
34070000,34135000
34070000,34134000
27935000,27947000
27935000,27932000
27935000,27940000
27935000,27934000
51575000,33404000
51575000,33376000
50677000,24392000
50677000,50699000
22004000,22010000
22004000,22003000
22004000,22008000
22004000,22005000
22782000,33412000
22782000,22777000
22782000,22781000
22782000,51079000
22782000,22755000
22782000,22779000
25988000,25889000
25988000,25991000
25988000,25989000
25090000,24968000
25090000,25091000
25090000,25230000
25090000,30057000
24265000,24289000
24265000,24291000
24265000,24290000
24265000,24286000
51102000,21513000
51102000,21509000
26949000,27568000
26949000,27573000
26949000,26950000
26949000,27572000
32883000,27112000
32883000,27096000
32883000,32882000
32883000,32883000
33615000,25714000
33615000,25782000
51528000,51498000
51528000,51350000
51528000,51351000
51596000,22830000
51596000,22868000
51120000,51156000
51120000,22539000
50222000,24663000
50222000,50222000
26431000,26427000
26431000,27178000
26431000,51503000
26431000,26309000
21021000,33630000
21021000,21023000
21021000,21022000
22839000,22445000
22839000,22837000
22839000,22839000
23282000,23285000
23282000,23258000
23282000,23277000
23282000,23283000
51667000,51668000
51667000,20767000
54215000,54211000
54215000,54216000
54215000,54214000
27804000,27798000
27804000,27793000
27804000,27805000
27804000,32844000
27804000,27792000
27162000,27137000
27162000,27163000
27162000,27130000
51563000,28028000
51563000,28025000
50665000,22768000
34161000,34159000
34161000,54090000
34161000,34172000
26874000,26684000
26874000,26875000
26874000,26873000
26874000,26966000
25976000,25981000
25976000,25983000
25976000,25977000
25976000,25975000
25078000,50247000
25078000,25078000
25078000,25079000
25078000,25012000
24134000,24135000
24134000,24053000
24134000,24136000
24134000,24126000
25185000,25187000
25185000,24477000
25185000,25963000
25185000,25184000
20588000,20594000
20588000,20586000
20588000,20859000
20588000,20596000
26395000,26391000
26395000,26395000
26395000,26392000
26395000,26460000
24560000,54002000
24560000,24554000
24560000,24563000
27304000,27299000
27304000,27306000
27304000,27481000
27304000,27302000
35013000,21283000
35013000,21280000
30011000,24292000
30011000,24288000
30011000,50063000
30011000,30011000
50210000,24841000
51654000,20264000
51654000,20466000
20890000,20891000
20890000,20888000
20890000,20893000
20890000,20864000
51951000,51952000
51951000,51937000
51951000,50830000
51951000,51963000
50151000,24857000
50151000,50151000
22827000,22846000
22827000,22809000
22827000,22828000
22827000,22845000
53042000,34127000
53042000,53042000
27247000,27582000
27247000,27245000
27247000,27246000
27247000,27250000
54084000,23149000
54084000,23150000
54084000,54085000
54084000,54084000
23350000,23349000
23350000,23353000
23350000,23343000
23350000,23342000
27673000,23399000
27673000,27675000
27673000,27674000
27673000,27398000
25838000,25701000
25838000,25840000
25838000,25838000
25838000,25837000
25469000,25447000
25469000,25469000
25469000,25465000
24003000,24005000
24003000,33071000
24003000,24004000
24003000,24001000
23270000,23271000
23270000,27379000
23270000,23269000
23270000,23210000
20576000,20577000
20576000,20598000
20576000,33178000
20576000,20578000
26264000,26201000
26264000,26270000
26264000,26266000
26264000,50529000
23492000,23493000
23492000,23494000
23492000,23495000
23492000,23455000
24429000,30745000
24429000,24333000
24429000,24331000
24429000,24434000
24429000,30743000
24429000,24327000
24429000,24437000
33591000,22431000
33591000,22808000
33591000,33591000
33591000,50654000
26690000,25579000
26690000,26702000
26690000,26691000
50187000,50188000
50187000,25265000
51994000,51993000
51994000,51994000
51096000,51106000
51096000,21571000
50198000,25313000
50198000,50198000
20759000,20761000
20759000,20759000
20759000,20755000
25509000,25508000
25509000,25510000
25509000,25492000
25509000,25513000
27116000,27112000
27116000,27122000
27116000,27099000
27730000,27708000
27730000,27738000
27730000,27781000
27730000,27729000
21185000,21188000
21185000,21181000
21185000,21189000
21185000,21183000
27542000,27536000
27542000,27544000
27542000,27553000
27542000,27541000
23705000,23707000
23705000,23703000
23705000,23704000
23705000,23734000
52437000,51927000
52437000,51928000
21611000,21615000
21611000,21637000
21611000,21649000
21611000,21610000
21611000,21651000
25054000,25054000
25054000,25055000
25054000,25053000
23872000,24199000
23872000,23871000
23872000,33031000
23872000,23881000
21728000,21727000
21728000,21731000
21728000,21443000
21728000,21729000
22360000,22354000
22360000,22357000
22360000,50648000
22360000,22358000
50709000,25653000
24298000,24273000
24298000,24299000
24298000,24280000
24298000,24297000
34087000,34088000
34087000,34089000
34087000,34092000
26603000,26604000
26603000,26598000
26603000,26630000
26603000,26602000
22463000,22480000
22463000,22464000
22463000,22481000
22463000,22482000
22463000,22466000
22463000,22479000
22463000,22463000
50186000,25105000
50186000,50186000
24724000,24728000
24724000,24722000
24724000,24740000
24724000,24723000
23918000,23916000
23918000,23918000
23918000,23917000
23918000,23921000
25497000,25498000
25497000,25494000
25497000,25499000
25497000,25500000
24599000,24594000
24599000,24609000
24599000,24610000
24599000,24598000
22803000,22807000
22803000,33008000
22803000,22799000
22803000,22380000
22803000,22389000
26985000,26799000
26985000,26989000
26985000,26794000
26985000,26985000
21054000,21046000
21054000,21055000
21054000,21050000
21054000,21184000
50613000,22155000
50613000,33611000
23315000,23317000
23315000,33511000
23315000,23316000
23315000,23314000
33124000,33125000
33124000,51594000
33124000,23727000
54221000,54209000
54221000,54221000
52425000,51333000
52425000,51761000
52425000,52427000
25576000,25573000
25576000,25598000
25576000,25575000
25576000,25597000
50684000,25702000
50684000,25691000
26838000,26831000
26838000,26839000
26838000,26834000
23741000,23742000
23741000,23736000
23741000,51582000
23246000,33507000
23246000,23334000
23246000,23137000
50578000,27074000
50578000,27075000
26179000,26167000
26179000,26169000
26179000,35004000
26179000,26313000
24167000,24150000
24167000,24166000
24167000,24163000
26428000,26425000
26428000,26433000
26428000,26427000
22154000,22153000
22154000,22155000
22154000,22160000
22154000,22138000
50174000,25058000
50174000,50174000
20497000,20499000
20497000,20210000
20497000,20496000
20497000,20161000
54055000,54054000
54055000,25901000
54055000,25898000
22758000,22765000
22758000,22684000
22758000,22760000
22758000,22763000
20177000,33137000
20177000,20181000
20177000,20178000
20177000,20172000
20177000,20180000
25019000,54153000
25019000,24987000
25019000,25019000
25019000,25022000
23184000,23191000
23184000,23179000
23184000,23181000
23184000,23185000
24344000,51725000
24344000,51724000
24344000,24342000
24344000,24241000
34010000,33635000
34010000,20196000
34010000,34010000
34010000,34011000
21349000,21333000
21349000,21893000
21349000,21891000
21349000,21348000
30760000,25343000
30760000,25349000
30760000,50147000
30760000,30760000
27706000,27703000
27706000,27728000
27706000,27708000
27706000,27707000
20319000,20322000
20319000,20310000
20319000,20298000
20319000,20358000
20477000,20460000
20477000,20565000
20477000,33184000
20477000,33650000
21438000,21421000
21438000,21430000
21438000,21439000
21438000,21437000
34063000,34062000
34063000,34064000
34063000,34067000
34063000,53065000
24036000,24122000
24036000,24035000
24036000,50680000
24036000,24041000
20390000,51980000
20390000,20392000
20390000,20410000
20390000,20381000
50343000,50344000
50343000,30082000
22201000,28148000
22201000,22185000
22201000,22212000
22201000,22201000
51958000,50818000
51958000,51961000
51958000,51930000
51958000,51957000
51060000,22261000
51060000,22265000
20366000,20362000
20366000,50993000
20366000,20366000
20366000,20353000
20366000,20371000
22509000,52045000
22509000,51132000
27269000,27444000
27269000,27447000
27269000,27268000
27269000,27298000
26723000,54179000
26723000,26725000
26723000,50277000
26723000,26724000
22779000,51079000
22779000,22782000
20983000,20984000
20983000,20980000
20983000,20964000
20983000,20982000
24888000,24885000
24888000,24295000
24888000,24636000
26676000,26665000
26676000,26683000
26676000,26746000
26676000,26747000
27149000,27151000
27149000,27152000
27149000,27150000
27149000,27084000
21218000,21219000
21218000,21242000
21218000,21202000
32891000,23361000
32891000,23364000
32891000,32893000
51503000,26431000
54237000,52102000
54237000,52231000
23479000,23481000
23479000,23463000
23479000,23478000
23479000,23507000
25916000,25914000
25916000,24457000
25916000,25915000
25916000,25917000
25018000,25021000
25018000,25018000
25018000,25017000
25018000,25022000
23222000,23221000
23222000,23224000
23222000,23220000
25740000,25654000
25740000,25742000
25740000,25741000
25740000,25738000
22722000,22717000
22722000,22723000
22722000,22731000
22722000,22719000
26166000,26162000
26166000,26164000
26166000,33579000
20745000,20767000
20745000,20745000
20745000,20744000
20745000,20737000
51946000,20142000
51946000,33165000
24331000,24472000
24331000,30044000
24331000,24429000
24331000,24333000
24331000,24331000
24331000,24435000
51168000,33510000
51168000,23328000
20816000,20815000
20816000,33277000
20816000,20817000
32949000,32948000
32949000,50603000
32949000,26224000
32949000,53064000
51594000,23728000
51594000,33067000
20887000,20641000
20887000,20888000
20887000,20889000
20887000,20640000
33375000,21940000
33375000,21796000
33375000,52092000
33375000,21806000
33375000,21927000
33375000,33695000
52041000,22515000
52041000,52042000
52041000,52039000
52041000,52041000
23348000,23347000
23348000,23389000
23348000,23353000
23348000,23346000
27102000,27092000
27102000,27103000
27102000,27046000
27102000,27107000
25904000,25899000
25904000,25895000
25904000,25896000
25904000,25992000
21513000,51102000
21513000,21509000
21513000,21512000
21513000,21489000
23774000,23771000
23774000,23778000
23774000,23772000
23774000,23775000
27173000,27168000
27173000,27176000
27173000,27171000
27173000,27174000
25202000,25203000
25202000,25173000
25202000,25208000
25202000,25163000
33457000,33524000
33457000,22179000
33457000,22176000
21939000,21940000
21939000,21941000
21939000,21938000
21939000,21939000
20104000,20099000
20104000,20107000
20104000,20105000
27244000,27243000
27244000,27249000
27244000,27275000
27244000,27242000
50138000,25419000
50138000,50138000
54193000,51484000
54193000,51483000
54193000,51324000
25449000,25398000
25449000,25453000
25449000,50117000
25449000,25449000
22365000,22368000
22365000,22363000
22365000,22366000
23653000,23647000
23653000,52248000
23653000,23652000
20530000,20534000
20530000,20528000
20530000,20530000
20530000,20529000
27315000,27319000
27315000,27312000
27315000,27318000
27315000,27317000
26887000,26883000
26887000,26886000
26887000,30821000
33076000,20824000
33076000,23715000
33076000,20712000
33076000,33083000
25052000,50178000
25052000,25052000
25052000,25103000
25052000,25105000
23290000,23289000
23290000,27397000
23290000,23399000
23290000,23293000
51479000,51215000
51479000,51218000
51479000,51219000
50581000,26313000
50581000,50581000
27313000,50549000
27313000,27317000
27313000,27312000
27313000,27316000
54150000,54151000
54150000,54150000
54150000,30725000
54150000,24552000
27457000,27492000
27457000,27456000
27457000,27463000
27457000,27454000
21402000,21403000
21402000,21392000
21402000,21421000
21402000,21404000
23643000,23558000
23643000,23619000
23643000,50723000
21808000,21964000
21808000,21940000
21808000,21938000
54152000,54153000
54152000,54152000
33519000,23329000
33519000,33518000
33519000,53007000
33519000,23332000
24069000,24070000
24069000,24063000
24069000,24066000
51024000,21456000
51024000,51024000
50126000,24865000
50126000,50126000
50906000,21272000
50906000,50904000
23503000,23501000
23503000,23508000
23503000,23502000
23503000,23506000
22743000,22746000
22743000,22743000
22743000,22744000
24495000,23599000
24495000,24496000
24495000,24509000
24495000,23603000
26756000,26760000
26756000,26758000
26756000,26778000
26756000,26757000
21526000,21522000
21526000,21561000
21526000,21565000
21526000,21525000
24921000,50215000
24921000,24921000
24921000,24976000
24921000,24909000
54161000,54160000
54161000,54161000
27182000,27189000
27182000,27182000
27182000,27183000
23645000,23647000
23645000,23568000
23645000,23650000
23645000,23644000
26778000,26756000
26778000,26784000
26778000,26777000
26778000,26776000
54019000,54017000
54019000,54019000
21390000,21389000
21390000,21394000
21390000,21391000
21390000,21393000
23512000,23511000
23512000,23519000
23512000,23514000
23512000,23510000
27812000,27832000
27812000,27811000
27812000,27528000
27812000,27814000
25773000,25771000
25773000,25753000
25773000,35059000
33507000,33506000
33507000,33505000
33507000,23246000
33507000,23139000
54043000,54044000
54043000,54043000
54043000,25967000
54043000,25968000
23938000,24589000
23938000,23911000
23938000,23937000
23938000,24586000
27883000,27885000
27883000,27863000
27883000,27886000
27883000,27851000
51012000,33355000
51012000,33359000
50114000,25466000
50114000,50114000
27221000,27223000
27221000,27217000
27221000,27216000
26199000,26264000
26199000,26200000
26199000,26201000
